word,성학대,신체학대,정서학대,방임
떠오르다,79.0,120.0,52.0,15.0
떠올리다,7.0,8.0,1.0,0.0
떠지다,1.0,5.0,3.0,1.0
떡볶이,8.0,6.0,4.0,4.0
떨다,21.0,30.0,17.0,12.0
떨리다,13.0,21.0,13.0,4.0
떨어뜨리다,2.0,0.0,3.0,2.0
떨어지다,7.0,27.0,24.0,28.0
떼다,1.0,3.0,0.0,2.0
또다시,2.0,4.0,2.0,0.0
똑같다,18.0,50.0,26.0,26.0
똑같이,17.0,37.0,21.0,21.0
똑똑하다,1.0,10.0,7.0,2.0
똑바로,0.0,14.0,12.0,4.0
뚫리다,1.0,2.0,1.0,1.0
뛰다,30.0,79.0,36.0,7.0
뛰어가다,5.0,2.0,2.0,1.0
뛰어내리다,0.0,5.0,0.0,0.0
뛰어놀다,7.0,9.0,5.0,1.0
뛰어다니다,3.0,3.0,9.0,2.0
뜨겁다,0.0,3.0,1.0,4.0
뜨다,13.0,28.0,12.0,14.0
뜯다,3.0,7.0,4.0,6.0
띵하다,2.0,2.0,4.0,2.0
라라,2.0,1.0,2.0,1.0
라면,5.0,13.0,9.0,17.0
라서,3.0,22.0,6.0,6.0
라임,6.0,7.0,3.0,3.0
래야,1.0,4.0,0.0,4.0
러시,3.0,13.0,7.0,1.0
러신,4.0,2.0,1.0,0.0
런가,9.0,12.0,13.0,14.0
레고,0.0,2.0,3.0,3.0
려고,2.0,9.0,10.0,3.0
로또,1.0,1.0,0.0,4.0
로만,2.0,5.0,3.0,0.0
로봇,1.0,1.0,0.0,3.0
로부터,2.0,3.0,3.0,3.0
리가,3.0,1.0,0.0,2.0
리모컨,1.0,10.0,0.0,0.0
릴스,7.0,2.0,4.0,0.0
마구,2.0,23.0,1.0,0.0
마다,5.0,3.0,0.0,1.0
마르다,3.0,2.0,7.0,2.0
마시다,10.0,47.0,29.0,25.0
마음,79.0,224.0,130.0,72.0
마음껏,2.0,2.0,0.0,2.0
마음대로,18.0,24.0,11.0,10.0
마음속,2.0,7.0,0.0,0.0
마주,3.0,1.0,2.0,2.0
마주치다,24.0,22.0,14.0,5.0
마지막,2.0,4.0,2.0,4.0
마치,2.0,4.0,4.0,1.0
마트,2.0,3.0,0.0,1.0
마피아,4.0,1.0,1.0,0.0
막내,0.0,4.0,6.0,4.0
막다,5.0,35.0,16.0,1.0
막대,0.0,4.0,0.0,2.0
막대기,1.0,31.0,2.0,2.0
막막하다,0.0,5.0,1.0,4.0
막말,1.0,4.0,11.0,0.0
막상,2.0,4.0,2.0,2.0
막히다,11.0,16.0,20.0,5.0
만나다,58.0,49.0,31.0,37.0
만난,40.0,9.0,7.0,6.0
만날,8.0,8.0,4.0,5.0
만들기,6.0,9.0,4.0,2.0
만들다,35.0,58.0,41.0,40.0
만만하다,0.0,9.0,1.0,0.0
만약,3.0,6.0,3.0,2.0
만요,1.0,8.0,1.0,1.0
만지다,182.0,9.0,8.0,4.0
만큼,5.0,19.0,7.0,7.0
만화,8.0,9.0,11.0,15.0
만화가,2.0,1.0,1.0,3.0
만화책,8.0,12.0,4.0,10.0
만화카페,3.0,4.0,1.0,1.0
많다,125.0,243.0,156.0,129.0
많아지다,8.0,12.0,9.0,6.0
말다,29.0,120.0,58.0,61.0
말다툼,1.0,4.0,6.0,3.0
말대꾸,0.0,10.0,0.0,0.0
말로,50.0,19.0,47.0,30.0
말르다,1.0,6.0,3.0,1.0
말리,2.0,10.0,5.0,0.0
말리다,1.0,26.0,13.0,3.0
말씀,8.0,9.0,9.0,4.0
말씀드리다,2.0,2.0,5.0,0.0
말투,3.0,3.0,5.0,1.0
맘껏,0.0,0.0,2.0,3.0
맘대로,5.0,18.0,3.0,4.0
맛있다,46.0,71.0,41.0,48.0
맛집,3.0,1.0,1.0,0.0
망가지다,4.0,3.0,2.0,1.0
망신,2.0,4.0,1.0,0.0
망치,0.0,4.0,2.0,1.0
망치다,1.0,1.0,6.0,2.0
망하다,9.0,7.0,3.0,2.0
맞다,58.0,441.0,85.0,52.0
맞추다,8.0,18.0,5.0,3.0
맡기다,3.0,5.0,1.0,0.0
맡다,5.0,4.0,1.0,3.0
매번,19.0,38.0,20.0,14.0
매사,3.0,1.0,4.0,4.0
매주,3.0,4.0,1.0,2.0
맴돌다,2.0,1.0,2.0,0.0
맵다,1.0,0.0,3.0,7.0
머리,49.0,230.0,83.0,45.0
머리카락,1.0,19.0,2.0,2.0
머릿속,3.0,2.0,1.0,1.0
먹기,2.0,9.0,11.0,7.0
먹다,110.0,244.0,134.0,194.0
먹이다,0.0,7.0,3.0,2.0
먼저,13.0,11.0,7.0,12.0
멀다,1.0,2.0,0.0,3.0
멀리,1.0,7.0,4.0,6.0
멀어지다,3.0,1.0,1.0,3.0
멀쩡하다,5.0,2.0,2.0,2.0
멈추다,3.0,4.0,0.0,0.0
멋있다,34.0,59.0,20.0,14.0
멋지다,16.0,29.0,7.0,8.0
멍청이,1.0,13.0,8.0,1.0
멍청하다,2.0,26.0,22.0,1.0
멍하니,2.0,3.0,1.0,5.0
멍하다,11.0,10.0,10.0,3.0
메시지,8.0,0.0,0.0,0.0
메이크업,0.0,1.0,3.0,3.0
며칠,7.0,34.0,6.0,11.0
멱살,0.0,5.0,1.0,0.0
면담,1.0,2.0,2.0,1.0
면서,5.0,18.0,13.0,6.0
명도,3.0,10.0,4.0,3.0
몇몇,0.0,3.0,0.0,2.0
모델,7.0,1.0,0.0,4.0
모두,8.0,20.0,11.0,6.0
모든,8.0,32.0,23.0,6.0
모바일,0.0,4.0,2.0,1.0
모습,11.0,37.0,17.0,19.0
모양,0.0,13.0,3.0,2.0
모으다,7.0,11.0,7.0,2.0
모임,4.0,1.0,1.0,1.0
모자라다,0.0,1.0,2.0,2.0
모텔,6.0,0.0,0.0,2.0
목도,2.0,11.0,4.0,0.0
목소리,12.0,15.0,10.0,7.0
몰다,0.0,1.0,2.0,3.0
몰래,18.0,33.0,31.0,17.0
몸싸움,0.0,1.0,2.0,2.0
못_가다,4.0,23.0,4.0,29.0
못_갈다,0.0,1.0,2.0,3.0
못_걸다,1.0,6.0,1.0,2.0
못_나가다,7.0,16.0,6.0,16.0
못_나오다,3.0,10.0,17.0,6.0
못_내다,0.0,3.0,0.0,2.0
못_놀다,10.0,22.0,18.0,26.0
못_느끼다,5.0,4.0,2.0,2.0
못_다니다,4.0,3.0,0.0,4.0
못_들다,3.0,8.0,3.0,6.0
못_들어오다,2.0,4.0,0.0,4.0
못_때리다,0.0,6.0,0.0,1.0
못_만나다,1.0,6.0,4.0,8.0
못_먹다,2.0,25.0,9.0,51.0
못_믿다,0.0,1.0,3.0,3.0
못_받다,2.0,15.0,2.0,3.0
못_버티다,1.0,2.0,3.0,1.0
못_보다,20.0,31.0,19.0,29.0
못_사귀다,1.0,2.0,0.0,5.0
못_사다,1.0,1.0,2.0,2.0
못_살다,2.0,12.0,7.0,6.0
못_생기다,2.0,2.0,9.0,2.0
못_쉬다,0.0,5.0,3.0,0.0
못_써다,3.0,1.0,1.0,2.0
못_쓰다,0.0,8.0,2.0,1.0
못_오다,16.0,35.0,25.0,43.0
못_외우다,1.0,4.0,1.0,0.0
못_움직이다,12.0,2.0,1.0,0.0
못_입다,2.0,0.0,0.0,6.0
못_지내다,1.0,2.0,1.0,2.0
못_지키다,0.0,3.0,2.0,0.0
못_참다,1.0,3.0,2.0,1.0
못_챙기다,1.0,1.0,1.0,9.0
못_키우다,0.0,2.0,4.0,0.0
못_풀다,0.0,11.0,4.0,0.0
못_해주다,2.0,0.0,3.0,2.0
못마땅하다,1.0,3.0,3.0,2.0
못자다,2.0,7.0,3.0,0.0
몽둥이,0.0,11.0,3.0,1.0
몽롱,2.0,6.0,3.0,0.0
무거워,9.0,16.0,5.0,3.0
무겁다,8.0,18.0,11.0,4.0
무관심,2.0,1.0,2.0,0.0
무관심하다,4.0,4.0,3.0,8.0
무기,4.0,4.0,8.0,3.0
무대,4.0,5.0,4.0,1.0
무뚝뚝하다,7.0,8.0,4.0,7.0
무릎,15.0,31.0,20.0,8.0
무리,4.0,0.0,1.0,2.0
무섭다,164.0,440.0,217.0,95.0
무슨,21.0,30.0,21.0,14.0
무시,20.0,52.0,35.0,27.0
무엇,5.0,8.0,2.0,1.0
무인,2.0,2.0,0.0,1.0
무조건,4.0,47.0,43.0,7.0
무표정,33.0,69.0,45.0,48.0
묶다,1.0,5.0,2.0,0.0
문득,6.0,2.0,3.0,2.0
문자,14.0,2.0,7.0,3.0
문제,12.0,55.0,39.0,16.0
묻다,4.0,5.0,7.0,4.0
묻히다,2.0,3.0,2.0,0.0
물건,10.0,62.0,19.0,19.0
물다,0.0,2.0,3.0,3.0
물리다,1.0,6.0,3.0,4.0
물속,0.0,3.0,2.0,0.0
물어,3.0,8.0,6.0,1.0
물어보다,36.0,54.0,30.0,36.0
물이,2.0,2.0,5.0,0.0
뭐라다,53.0,122.0,119.0,78.0
뭔가,11.0,26.0,19.0,11.0
미래,1.0,4.0,2.0,9.0
미루다,1.0,3.0,0.0,2.0
미리,0.0,4.0,3.0,0.0
미소,6.0,9.0,1.0,1.0
미술,7.0,4.0,2.0,2.0
미안하다,28.0,42.0,26.0,13.0
미용사,2.0,1.0,2.0,2.0
미우다,9.0,13.0,10.0,7.0
미워하다,0.0,12.0,10.0,1.0
미치다,8.0,14.0,12.0,4.0
민감하다,6.0,0.0,2.0,0.0
민망하다,2.0,2.0,1.0,0.0
믿다,3.0,6.0,5.0,4.0
밀다,1.0,17.0,4.0,7.0
밀리다,1.0,4.0,0.0,2.0
밀치다,8.0,24.0,3.0,8.0
밉다,2.0,7.0,11.0,6.0
바꾸다,3.0,7.0,9.0,6.0
바뀌다,3.0,12.0,8.0,7.0
바늘,2.0,4.0,3.0,2.0
바다,1.0,2.0,0.0,5.0
바닥,4.0,24.0,7.0,4.0
바람,3.0,6.0,4.0,2.0
바로,28.0,69.0,38.0,29.0
바로바로,0.0,3.0,2.0,0.0
바르다,10.0,69.0,8.0,9.0
바보,9.0,16.0,9.0,3.0
바쁘다,44.0,51.0,35.0,83.0
바지,27.0,5.0,1.0,2.0
박다,1.0,7.0,1.0,4.0
박아,0.0,1.0,3.0,1.0
박지르다,1.0,5.0,2.0,0.0
박히다,0.0,5.0,3.0,1.0
반납,5.0,0.0,1.0,1.0
반년,2.0,6.0,1.0,0.0
반대,1.0,0.0,3.0,1.0
반복,4.0,9.0,4.0,0.0
반성,3.0,4.0,5.0,5.0
반응,4.0,0.0,3.0,2.0
반찬,0.0,20.0,5.0,3.0
반창고,1.0,6.0,1.0,2.0
반항,2.0,3.0,1.0,0.0
받다,58.0,122.0,91.0,57.0
발라,5.0,23.0,2.0,0.0
발레리나,3.0,0.0,2.0,0.0
발목,3.0,7.0,4.0,3.0
발바닥,0.0,15.0,2.0,0.0
발표,4.0,5.0,2.0,4.0
밝다,11.0,22.0,12.0,3.0
밟다,6.0,22.0,1.0,2.0
밤늦다,0.0,4.0,3.0,10.0
밤새다,1.0,2.0,2.0,0.0
밥상,0.0,5.0,2.0,0.0
방과,3.0,3.0,6.0,0.0
방망이,0.0,19.0,1.0,1.0
방문,0.0,8.0,6.0,1.0
방법,12.0,27.0,13.0,10.0
방송,7.0,1.0,2.0,0.0
방이,1.0,6.0,3.0,2.0
방해,1.0,13.0,2.0,2.0
배고프다,1.0,12.0,8.0,46.0
배다,1.0,8.0,2.0,5.0
배달,4.0,7.0,0.0,7.0
배드민턴,1.0,10.0,3.0,3.0
배랑,6.0,15.0,0.0,0.0
배부르다,0.0,2.0,1.0,2.0
배신,3.0,1.0,2.0,1.0
배우,8.0,3.0,2.0,0.0
배우다,14.0,21.0,10.0,6.0
배탈,0.0,0.0,1.0,4.0
밴드,6.0,17.0,6.0,7.0
뱉다,0.0,2.0,2.0,2.0
버려지다,0.0,1.0,4.0,2.0
버릇,1.0,8.0,1.0,0.0
버리다,27.0,102.0,79.0,36.0
버스,11.0,1.0,1.0,2.0
버티다,0.0,3.0,3.0,0.0
벅차다,2.0,1.0,0.0,2.0
번갈아,2.0,6.0,3.0,1.0
번만,8.0,7.0,3.0,0.0
번요,4.0,3.0,4.0,3.0
번은,66.0,221.0,75.0,72.0
번인,1.0,5.0,3.0,2.0
번호,4.0,0.0,2.0,1.0
벌다,15.0,46.0,15.0,25.0
벌레,3.0,4.0,2.0,3.0
벌리다,8.0,1.0,1.0,0.0
벌써,4.0,7.0,5.0,6.0
벌주다,2.0,8.0,3.0,2.0
벗기다,36.0,5.0,2.0,1.0
벗다,33.0,1.0,1.0,1.0
벗어나다,6.0,11.0,3.0,1.0
베개,2.0,9.0,4.0,3.0
베다,4.0,10.0,4.0,3.0
베란다,0.0,7.0,5.0,3.0
베트남,1.0,1.0,3.0,2.0
벤치,2.0,1.0,1.0,1.0
변태,11.0,1.0,0.0,0.0
변하다,4.0,23.0,8.0,5.0
변호사,4.0,8.0,9.0,2.0
별거,5.0,8.0,4.0,2.0
별것,0.0,4.0,1.0,0.0
별로,74.0,143.0,83.0,109.0
별일,0.0,4.0,1.0,0.0
병원,80.0,373.0,84.0,124.0
보건,2.0,7.0,4.0,6.0
보고,69.0,141.0,106.0,76.0
보기,14.0,43.0,30.0,18.0
보내다,48.0,28.0,17.0,24.0
보다,231.0,458.0,255.0,211.0
보더,0.0,4.0,0.0,2.0
보드,3.0,13.0,1.0,1.0
보드게임,10.0,30.0,22.0,7.0
보라,18.0,5.0,7.0,5.0
보름,3.0,3.0,0.0,3.0
보살피다,0.0,5.0,1.0,10.0
보시,0.0,9.0,0.0,0.0
보여주다,28.0,11.0,13.0,4.0
보육원,2.0,9.0,8.0,2.0
보이,15.0,31.0,15.0,13.0
보이다,78.0,88.0,51.0,53.0
보지,3.0,4.0,4.0,3.0
보통,26.0,76.0,29.0,27.0
보호,3.0,5.0,3.0,2.0
보호자,1.0,3.0,0.0,3.0
복도,2.0,8.0,11.0,1.0
복수,1.0,4.0,2.0,4.0
복잡하다,16.0,35.0,10.0,12.0
본인,2.0,18.0,1.0,8.0
부끄럽다,19.0,8.0,11.0,12.0
부다,0.0,29.0,4.0,2.0
부드럽다,1.0,6.0,2.0,1.0
부딪치다,1.0,4.0,0.0,1.0
부딪히다,6.0,20.0,7.0,1.0
부러,1.0,4.0,0.0,0.0
부러지다,1.0,38.0,5.0,5.0
부럽다,2.0,4.0,1.0,4.0
부르다,26.0,50.0,24.0,20.0
부리다,1.0,12.0,3.0,5.0
부모,2.0,7.0,6.0,3.0
부모님,60.0,93.0,54.0,51.0
부분,22.0,10.0,3.0,0.0
부서지다,0.0,7.0,2.0,2.0
부수,1.0,7.0,0.0,2.0
부어,2.0,22.0,3.0,3.0
부엌,1.0,1.0,4.0,0.0
부위,10.0,5.0,0.0,0.0
부자,2.0,4.0,1.0,4.0
부족하다,3.0,7.0,6.0,7.0
부터,32.0,51.0,30.0,31.0
분노,1.0,3.0,1.0,0.0
분만,0.0,4.0,3.0,1.0
분위기,0.0,8.0,6.0,3.0
분하다,0.0,6.0,1.0,0.0
불다,27.0,43.0,21.0,15.0
불만,0.0,13.0,12.0,4.0
불법,4.0,1.0,0.0,0.0
불쌍하다,6.0,36.0,26.0,10.0
불쑥,1.0,5.0,1.0,0.0
불안,0.0,5.0,2.0,0.0
불안하다,44.0,82.0,49.0,35.0
불쾌하다,4.0,2.0,0.0,0.0
불편하다,44.0,52.0,32.0,29.0
불행,1.0,10.0,4.0,4.0
불행하다,108.0,277.0,179.0,116.0
붓다,1.0,13.0,4.0,0.0
붕대,1.0,7.0,1.0,2.0
붙다,4.0,7.0,6.0,2.0
붙이,2.0,6.0,1.0,3.0
붙이다,11.0,22.0,12.0,7.0
붙잡다,4.0,7.0,4.0,1.0
블록,2.0,2.0,0.0,2.0
비교,5.0,16.0,30.0,6.0
비난,0.0,13.0,6.0,0.0
비다,3.0,2.0,1.0,3.0
비밀,7.0,6.0,2.0,4.0
비비다,5.0,0.0,0.0,0.0
비슷하다,32.0,21.0,5.0,11.0
비싸다,1.0,1.0,1.0,10.0
비웃다,2.0,2.0,5.0,0.0
비참하다,6.0,10.0,8.0,3.0
빌다,0.0,2.0,1.0,2.0
빌리다,8.0,10.0,2.0,3.0
빌어,0.0,5.0,1.0,1.0
빗자루,0.0,13.0,0.0,1.0
빠르다,0.0,9.0,4.0,3.0
빠지다,12.0,25.0,9.0,8.0
빡치다,2.0,3.0,0.0,0.0
빨갛다,4.0,46.0,2.0,7.0
빨다,4.0,5.0,8.0,14.0
빨래,16.0,63.0,28.0,118.0
빨리,34.0,92.0,41.0,36.0
빼다,28.0,47.0,23.0,18.0
뺏다,4.0,10.0,5.0,9.0
뻐근하다,1.0,6.0,3.0,1.0
뻔하다,2.0,7.0,7.0,4.0
뻗치다,0.0,15.0,3.0,0.0
뽀뽀,41.0,0.0,0.0,1.0
뽑다,0.0,7.0,1.0,1.0
뽑히다,0.0,5.0,0.0,0.0
뾰족,1.0,4.0,1.0,0.0
뿌듯하다,3.0,3.0,0.0,3.0
뿌리,3.0,1.0,2.0,1.0
뿌리다,8.0,1.0,4.0,0.0
삐끗,1.0,2.0,2.0,0.0
삐었어,0.0,8.0,1.0,0.0
사건,7.0,4.0,1.0,0.0
사고,6.0,6.0,8.0,5.0
사과,8.0,11.0,5.0,5.0
사과받다,3.0,0.0,2.0,0.0
사귀다,5.0,2.0,2.0,12.0
사다,12.0,14.0,2.0,7.0
사라지다,8.0,26.0,9.0,7.0
사람인,2.0,5.0,5.0,0.0
사랑,33.0,46.0,21.0,10.0
사랑받다,1.0,3.0,2.0,3.0
사르다,1.0,5.0,3.0,5.0
사범,4.0,3.0,1.0,0.0
사서,3.0,5.0,0.0,6.0
사소하다,4.0,4.0,5.0,6.0
사실,26.0,31.0,16.0,10.0
사용,3.0,25.0,11.0,6.0
사이,31.0,78.0,40.0,29.0
사이좋다,12.0,38.0,11.0,9.0
사이즈,1.0,3.0,1.0,3.0
사이트,3.0,3.0,0.0,0.0
사자,0.0,0.0,1.0,4.0
사장,5.0,6.0,2.0,5.0
사주다,21.0,38.0,11.0,21.0
사진,62.0,11.0,8.0,6.0
사촌,5.0,1.0,2.0,0.0
사탕,1.0,5.0,2.0,3.0
사회,1.0,6.0,0.0,1.0
산다,1.0,4.0,2.0,4.0
산책,14.0,13.0,5.0,2.0
살기,8.0,18.0,8.0,10.0
살다,70.0,158.0,68.0,85.0
살라,1.0,2.0,3.0,1.0
살리다,2.0,5.0,1.0,1.0
살아가다,2.0,4.0,2.0,0.0
살이,13.0,9.0,6.0,5.0
살짝,7.0,31.0,13.0,13.0
살찌다,2.0,0.0,3.0,3.0
삼십,9.0,24.0,20.0,5.0
삼일,0.0,7.0,1.0,1.0
삼촌,8.0,4.0,3.0,2.0
상관없다,7.0,5.0,1.0,10.0
상냥하다,10.0,8.0,10.0,6.0
상담,12.0,49.0,15.0,17.0
상담사,2.0,4.0,0.0,2.0
상상,6.0,9.0,2.0,4.0
상처,7.0,100.0,15.0,9.0
상쾌하다,4.0,12.0,7.0,3.0
상하,0.0,3.0,0.0,3.0
상한,0.0,3.0,0.0,7.0
새다,4.0,5.0,1.0,1.0
새롭다,18.0,17.0,11.0,14.0
새벽,18.0,43.0,21.0,33.0
새아빠,10.0,13.0,6.0,4.0
새엄마,0.0,32.0,13.0,2.0
색깔,2.0,1.0,3.0,0.0
색연필,1.0,2.0,1.0,1.0
색칠,2.0,6.0,2.0,3.0
생각,187.0,382.0,245.0,162.0
생각나다,80.0,85.0,41.0,15.0
생기,2.0,17.0,5.0,8.0
생기다,33.0,48.0,15.0,20.0
생리,6.0,0.0,0.0,0.0
생생하다,2.0,3.0,1.0,0.0
생일,7.0,2.0,2.0,1.0
생활,1.0,8.0,8.0,6.0
샤워,4.0,6.0,0.0,2.0
서너,15.0,19.0,9.0,10.0
서다,15.0,32.0,24.0,15.0
서랍,3.0,1.0,1.0,1.0
서럽다,0.0,4.0,3.0,2.0
서로,16.0,51.0,27.0,27.0
서서,3.0,1.0,3.0,0.0
서요,5.0,22.0,10.0,7.0
서운하다,11.0,3.0,5.0,5.0
서점,3.0,1.0,0.0,2.0
섞다,1.0,2.0,2.0,4.0
선물,1.0,4.0,0.0,2.0
선배,3.0,1.0,1.0,0.0
선생님,192.0,361.0,188.0,153.0
선수,1.0,30.0,11.0,2.0
설거지,0.0,4.0,4.0,3.0
설명,5.0,11.0,8.0,5.0
설사,0.0,4.0,0.0,8.0
섭섭하다,5.0,2.0,1.0,6.0
성격,17.0,42.0,19.0,13.0
성공하다,2.0,0.0,2.0,1.0
성기,32.0,0.0,0.0,0.0
성문,12.0,3.0,5.0,5.0
성인,4.0,6.0,1.0,0.0
성적,5.0,20.0,36.0,6.0
성적표,0.0,6.0,5.0,1.0
성질,0.0,6.0,2.0,1.0
성폭행,8.0,0.0,0.0,0.0
세계,1.0,5.0,2.0,1.0
세다,22.0,57.0,11.0,7.0
세상,11.0,32.0,16.0,9.0
세수,2.0,5.0,1.0,0.0
세우다,2.0,15.0,2.0,2.0
세제,0.0,2.0,0.0,6.0
세탁,1.0,1.0,1.0,3.0
세탁기,0.0,8.0,2.0,11.0
센터,13.0,29.0,16.0,18.0
셀카,4.0,0.0,1.0,0.0
소개,5.0,0.0,3.0,0.0
소독,2.0,5.0,1.0,3.0
소름,16.0,4.0,1.0,3.0
소리,53.0,225.0,126.0,69.0
소리치다,1.0,19.0,13.0,5.0
소문,7.0,9.0,1.0,2.0
소문나다,7.0,3.0,3.0,1.0
소방관,1.0,2.0,5.0,2.0
소변,5.0,1.0,0.0,0.0
소설,6.0,4.0,3.0,2.0
소심하다,0.0,2.0,1.0,3.0
소용,2.0,6.0,3.0,0.0
소용없다,2.0,1.0,1.0,2.0
소주,0.0,3.0,2.0,6.0
소중하다,21.0,5.0,3.0,1.0
소풍,2.0,1.0,1.0,1.0
소화,13.0,10.0,14.0,5.0
속상하다,31.0,75.0,55.0,40.0
속옷,22.0,3.0,1.0,1.0
속이다,9.0,12.0,8.0,16.0
손가락,35.0,15.0,6.0,9.0
손가락질,3.0,1.0,5.0,1.0
손등,1.0,3.0,0.0,2.0
손목,16.0,17.0,5.0,5.0
손바닥,4.0,50.0,9.0,4.0
손발,0.0,3.0,1.0,2.0
손잡다,1.0,1.0,0.0,3.0
손잡이,0.0,6.0,0.0,0.0
손톱,4.0,12.0,4.0,2.0
손흥민,0.0,3.0,1.0,1.0
솔직하다,6.0,13.0,4.0,3.0
쇼핑,11.0,3.0,3.0,2.0
수가,13.0,42.0,19.0,18.0
수건,3.0,1.0,0.0,2.0
수군거리다,2.0,0.0,3.0,0.0
수다,23.0,27.0,14.0,9.0
수도,8.0,33.0,15.0,9.0
수술,1.0,3.0,0.0,3.0
수업,33.0,59.0,34.0,28.0
수영,0.0,7.0,6.0,0.0
수영장,1.0,5.0,3.0,2.0
수요일,5.0,3.0,4.0,2.0
수의사,0.0,5.0,5.0,0.0
수치,20.0,6.0,4.0,1.0
수학,3.0,24.0,13.0,2.0
숙제,28.0,57.0,56.0,18.0
순간,7.0,16.0,4.0,5.0
술래잡기,7.0,15.0,9.0,1.0
술병,0.0,3.0,0.0,2.0
숨기다,0.0,3.0,1.0,4.0
숨다,9.0,27.0,15.0,5.0
숨바꼭질,1.0,4.0,0.0,1.0
숨쉬기,3.0,12.0,1.0,2.0
숫자,0.0,3.0,2.0,0.0
쉬다,18.0,35.0,29.0,28.0
쉽다,2.0,2.0,7.0,1.0
스럽다,26.0,10.0,11.0,7.0
스무,2.0,2.0,2.0,1.0
스스로,12.0,5.0,9.0,4.0
스치다,4.0,1.0,0.0,0.0
스트레스,32.0,68.0,56.0,29.0
스티커,3.0,5.0,4.0,4.0
슬라임,1.0,1.0,2.0,2.0
슬프다,56.0,158.0,112.0,71.0
